heron,michigan,august 28
flamingo,new york,april 17
little grebe,new york,march 10
vulture,new york,june 16
little grebe,maine,july 07
common teal,kentucky,august 31
shoebill,new york,june 07
shoebill,michigan,april 29
long-tailed duck,michigan,july 26
albatross,new york,july 10
common teal,new york,june 07
shoebill,missouri,may 04
little grebe,new york,october 11
bald eagle,missouri,july 23
flamingo,kansas,september 04
stork,maine,april 27
shoebill,new york,august 31
shoebill,new york,august 13
flamingo,kansas,july 22
shoebill,missouri,september 11
flamingo,kentucky,august 18
shoebill,new york,july 23
vulture,new york,august 31
stork,missouri,june 07
common teal,kentucky,october 31
flamingo,maine,july 08
albatross,maine,september 03
flamingo,michigan,july 27
heron,kansas,august 23
stork,michigan,june 29
vulture,michigan,september 16
albatross,missouri,august 16
flamingo,kansas,june 15
little grebe,kansas,june 08
stork,maine,september 13
long-tailed duck,kentucky,july 02
stork,maine,july 30
little grebe,maine,april 20
bald eagle,kentucky,august 26
vulture,new york,may 23
vulture,maine,july 13
stork,new york,may 15
bald eagle,michigan,september 11
long-tailed duck,kentucky,may 22
long-tailed duck,michigan,september 14
bald eagle,michigan,may 21
flamingo,michigan,october 13
shoebill,kansas,may 15
long-tailed duck,new york,june 16
bald eagle,missouri,july 22
little grebe,new york,october 01
long-tailed duck,michigan,june 28
stork,michigan,may 26
common teal,michigan,july 05
stork,maine,july 28
albatross,kentucky,july 14
flamingo,michigan,september 02
bald eagle,missouri,september 10
bald eagle,michigan,april 28
heron,michigan,july 18
albatross,maine,august 30
flamingo,michigan,july 13
common teal,missouri,september 11
stork,kentucky,september 18
vulture,new york,june 21
common teal,missouri,september 22
albatross,maine,july 12
flamingo,maine,june 13
heron,new york,august 05
stork,kentucky,june 30
bald eagle,kansas,july 27
vulture,kentucky,june 01
albatross,new york,august 31
stork,missouri,september 28
stork,maine,june 12
bald eagle,kansas,april 22
common teal,kentucky,august 16
stork,missouri,august 13
albatross,new york,june 18
vulture,new york,july 22
stork,maine,october 12
stork,kansas,april 10
little grebe,maine,august 17
little grebe,new york,july 24
common teal,kansas,september 11
shoebill,maine,july 21
albatross,michigan,june 20
stork,maine,august 29
long-tailed duck,michigan,july 17
flamingo,missouri,november 02
common teal,kentucky,august 20
common teal,new york,june 17
albatross,new york,august 03
stork,maine,september 27
common teal,new york,july 26
albatross,kentucky,july 10
common teal,maine,may 26
heron,kentucky,april 22
little grebe,new york,august 26
long-tailed duck,new york,april 13
vulture,missouri,july 17
long-tailed duck,missouri,august 27
flamingo,kansas,june 01
albatross,new york,may 19
common teal,michigan,august 10
stork,kentucky,october 06
shoebill,new york,august 10
flamingo,missouri,august 03
stork,michigan,june 16
vulture,kentucky,july 18
little grebe,michigan,august 12
shoebill,kansas,august 27
bald eagle,maine,june 13
little grebe,new york,september 27
little grebe,kentucky,august 07
shoebill,new york,december 07
flamingo,new york,august 06
bald eagle,maine,june 12
vulture,new york,august 14
flamingo,michigan,august 09
stork,kansas,may 15
shoebill,kentucky,may 23
vulture,missouri,july 06
little grebe,kansas,september 27
shoebill,michigan,may 31
common teal,maine,september 06
shoebill,maine,june 11
little grebe,kentucky,july 19
long-tailed duck,missouri,november 04
stork,maine,june 24
flamingo,missouri,september 07
heron,kansas,september 16
albatross,kentucky,august 30
little grebe,michigan,august 29
common teal,michigan,june 17
bald eagle,maine,july 10
stork,missouri,june 13
common teal,new york,august 01
long-tailed duck,michigan,july 11
flamingo,kentucky,may 02
little grebe,michigan,august 22
stork,missouri,july 03
bald eagle,michigan,june 19
vulture,michigan,august 19
stork,kentucky,october 09
little grebe,missouri,june 04
shoebill,kentucky,march 01
albatross,maine,august 24
bald eagle,new york,june 13
flamingo,maine,june 25
shoebill,michigan,may 05
long-tailed duck,missouri,june 10
shoebill,missouri,july 13
little grebe,kansas,august 18
stork,michigan,october 04
little grebe,kansas,september 02
shoebill,kansas,may 26
bald eagle,kansas,july 20
long-tailed duck,kansas,june 27
shoebill,kansas,june 07
heron,kentucky,july 10
shoebill,missouri,september 09
common teal,maine,june 26
little grebe,michigan,august 20
shoebill,kansas,june 23
vulture,michigan,november 13
vulture,maine,may 12
stork,kentucky,october 01
vulture,new york,october 24
bald eagle,new york,may 06
common teal,kentucky,september 01
long-tailed duck,new york,may 02
flamingo,kansas,july 08
albatross,kansas,june 20
long-tailed duck,kansas,august 13
long-tailed duck,michigan,june 12
heron,kansas,november 05
heron,kansas,august 05
albatross,kansas,july 07
bald eagle,michigan,august 11
common teal,new york,may 12
vulture,maine,september 10
flamingo,kentucky,august 24
stork,michigan,may 26
common teal,new york,august 08
albatross,new york,august 28
bald eagle,maine,july 20
bald eagle,michigan,august 12
flamingo,maine,july 18
flamingo,michigan,september 11
vulture,michigan,august 17
heron,michigan,july 10
common teal,kentucky,may 24
vulture,new york,july 23
vulture,kentucky,july 12
bald eagle,missouri,september 03
little grebe,new york,june 22
flamingo,maine,august 13
long-tailed duck,kansas,september 03
albatross,michigan,july 01
long-tailed duck,maine,august 29
vulture,missouri,august 01
common teal,michigan,august 21
long-tailed duck,new york,september 23
little grebe,missouri,april 21
albatross,missouri,august 20
little grebe,kentucky,july 26
long-tailed duck,michigan,may 26
little grebe,michigan,october 03
stork,maine,september 10
albatross,missouri,august 03
vulture,missouri,may 28
heron,missouri,august 12
flamingo,missouri,august 30
shoebill,kansas,july 19
long-tailed duck,missouri,august 16
long-tailed duck,missouri,may 04
bald eagle,kansas,august 10
flamingo,michigan,may 21
bald eagle,maine,august 26
heron,maine,august 24
little grebe,maine,june 16
little grebe,michigan,april 30
vulture,kentucky,july 28
long-tailed duck,kansas,may 22
stork,maine,august 15
albatross,new york,september 27
albatross,new york,september 11
shoebill,michigan,july 01
little grebe,michigan,april 11
bald eagle,maine,august 18
albatross,maine,august 14
shoebill,kentucky,october 19
albatross,missouri,june 01
common teal,michigan,september 13
flamingo,missouri,august 14
long-tailed duck,kentucky,june 18
bald eagle,missouri,september 20
stork,maine,september 08
vulture,kentucky,june 23
heron,michigan,july 20
little grebe,new york,september 05
vulture,new york,july 10
little grebe,michigan,august 27
common teal,kansas,july 10
vulture,new york,october 27
common teal,new york,august 21
shoebill,new york,may 07
albatross,missouri,may 26
shoebill,maine,april 16
long-tailed duck,kentucky,september 01
common teal,maine,september 10
little grebe,michigan,july 29
long-tailed duck,maine,june 15
stork,missouri,august 04
heron,michigan,august 09
vulture,kansas,august 27
little grebe,new york,august 07
stork,kansas,july 13
stork,missouri,june 14
shoebill,new york,july 30
bald eagle,michigan,september 16
albatross,maine,may 24
little grebe,new york,september 16
common teal,michigan,june 29
long-tailed duck,missouri,august 25
long-tailed duck,maine,october 10
flamingo,missouri,august 21
flamingo,michigan,july 13
albatross,kansas,september 13
albatross,new york,august 07
stork,maine,may 16
common teal,maine,may 25
shoebill,missouri,august 10
stork,new york,june 30
vulture,new york,june 29
flamingo,missouri,october 10
little grebe,missouri,september 01
shoebill,maine,may 20
heron,missouri,may 17
shoebill,michigan,july 15
little grebe,new york,april 27
bald eagle,kansas,august 19
little grebe,maine,june 24
stork,maine,july 27
common teal,michigan,july 09
heron,michigan,july 31
flamingo,missouri,june 21
heron,kansas,march 21
flamingo,michigan,march 17
flamingo,missouri,july 14
bald eagle,kentucky,august 19
vulture,michigan,september 21
albatross,missouri,august 03
albatross,kansas,october 06
albatross,michigan,june 09
long-tailed duck,missouri,july 22
long-tailed duck,missouri,august 24
shoebill,missouri,july 30
stork,michigan,august 29
vulture,michigan,july 07
vulture,missouri,august 18
vulture,new york,august 03
bald eagle,kansas,october 14
common teal,kansas,march 25
vulture,new york,september 09
common teal,kentucky,september 07
common teal,new york,september 03
bald eagle,kansas,june 26
stork,kansas,august 24
albatross,michigan,august 12
little grebe,new york,june 05
bald eagle,michigan,july 28
flamingo,new york,september 03
little grebe,kentucky,june 16
vulture,new york,may 05
vulture,kentucky,august 10
long-tailed duck,maine,september 30
long-tailed duck,kansas,december 31
bald eagle,michigan,september 18
albatross,michigan,september 24
shoebill,new york,may 09
common teal,kansas,may 14
bald eagle,missouri,september 09
heron,missouri,april 03
heron,maine,june 01
little grebe,missouri,october 11
common teal,missouri,september 07
long-tailed duck,kentucky,august 17
stork,kansas,june 29
bald eagle,new york,july 04
little grebe,michigan,august 12
common teal,maine,september 10
albatross,new york,may 27
vulture,new york,june 15
heron,kentucky,july 13
long-tailed duck,new york,may 23
long-tailed duck,kansas,august 29
common teal,kansas,june 12
long-tailed duck,kansas,september 13
bald eagle,maine,june 13
stork,kentucky,august 30
heron,new york,july 14
albatross,maine,july 09
heron,missouri,august 24
common teal,new york,august 09
long-tailed duck,michigan,july 25
bald eagle,michigan,june 02
little grebe,kentucky,august 27
shoebill,new york,july 15
stork,missouri,september 20
little grebe,kentucky,august 31
common teal,michigan,july 14
bald eagle,michigan,june 15
flamingo,michigan,july 13
shoebill,missouri,july 21
bald eagle,michigan,july 26
stork,new york,august 15
shoebill,missouri,september 30
shoebill,missouri,may 23
shoebill,missouri,september 08
stork,new york,july 05
shoebill,kentucky,may 13
vulture,new york,october 02
stork,michigan,september 13
common teal,michigan,june 11
stork,kansas,july 23
heron,new york,july 07
common teal,kentucky,july 05
little grebe,maine,august 05
albatross,maine,july 07
heron,michigan,july 31
flamingo,new york,august 05
common teal,missouri,march 16
flamingo,new york,june 13
long-tailed duck,maine,may 31
common teal,kentucky,november 19
stork,michigan,august 12
little grebe,new york,september 12
heron,michigan,june 30
long-tailed duck,michigan,august 15
albatross,maine,august 01
albatross,maine,july 18
shoebill,kansas,june 27
long-tailed duck,kentucky,may 17
albatross,michigan,may 31
little grebe,kansas,september 01
stork,michigan,july 28
bald eagle,kansas,october 27
vulture,missouri,july 25
stork,maine,february 16
little grebe,michigan,october 09
little grebe,missouri,august 06
common teal,new york,november 02
common teal,missouri,august 19
shoebill,missouri,september 07
stork,kentucky,july 01
bald eagle,new york,august 05
shoebill,michigan,april 29
vulture,michigan,october 04
long-tailed duck,new york,august 22
stork,kentucky,june 08
shoebill,kentucky,august 06
long-tailed duck,kansas,march 26
heron,kansas,october 08
flamingo,kansas,august 05
common teal,missouri,august 10
vulture,kansas,june 25
flamingo,missouri,august 26
little grebe,michigan,september 25
common teal,maine,july 19
flamingo,kentucky,may 24
vulture,new york,august 06
long-tailed duck,michigan,june 26
common teal,missouri,june 06
bald eagle,maine,june 16
vulture,maine,june 16
heron,missouri,july 13
albatross,maine,april 19
long-tailed duck,maine,september 02
flamingo,kentucky,july 01
vulture,maine,september 02
little grebe,kentucky,october 24
vulture,kansas,august 09
long-tailed duck,michigan,may 29
vulture,michigan,july 04
vulture,missouri,august 17
common teal,michigan,september 05
flamingo,missouri,july 18
common teal,maine,june 23
bald eagle,missouri,june 25
stork,kentucky,may 19
little grebe,michigan,august 15
albatross,kansas,may 17
long-tailed duck,kentucky,august 08
heron,missouri,june 10
flamingo,maine,july 08
common teal,kansas,september 08
heron,kentucky,october 20
vulture,missouri,september 29
little grebe,michigan,may 24
flamingo,kentucky,september 09
long-tailed duck,new york,july 19
common teal,michigan,september 14
common teal,kentucky,july 15
vulture,kentucky,june 15
albatross,kentucky,march 18
little grebe,michigan,september 29
shoebill,new york,july 13
heron,kentucky,june 06
shoebill,michigan,june 26
bald eagle,new york,september 07
little grebe,missouri,august 07
vulture,michigan,july 27
shoebill,new york,september 24
long-tailed duck,new york,june 05
common teal,new york,june 23
stork,kentucky,august 16
vulture,michigan,july 21
long-tailed duck,kentucky,july 27
little grebe,kentucky,july 24
shoebill,new york,june 15
vulture,kansas,september 01
long-tailed duck,missouri,june 13
little grebe,kansas,july 16
vulture,missouri,july 07
little grebe,missouri,may 04
vulture,michigan,november 02
shoebill,new york,july 12
stork,new york,july 30
stork,kentucky,july 31
long-tailed duck,michigan,may 25
stork,michigan,may 24
little grebe,kentucky,september 30
albatross,michigan,november 19
stork,kansas,october 28
shoebill,maine,august 30
albatross,missouri,july 21
common teal,kansas,july 09
shoebill,maine,april 24
heron,kentucky,september 12
long-tailed duck,michigan,july 04
flamingo,maine,november 12
albatross,missouri,july 02
stork,missouri,august 18
little grebe,kansas,may 29
flamingo,kansas,september 21
vulture,michigan,july 22
stork,new york,june 23
long-tailed duck,missouri,april 30
bald eagle,missouri,august 04
vulture,michigan,june 25
albatross,missouri,march 27
stork,michigan,october 18
flamingo,missouri,june 12
heron,maine,june 07
bald eagle,kansas,june 08
heron,kansas,august 17
bald eagle,missouri,july 05
shoebill,missouri,june 22
common teal,kentucky,august 28
vulture,michigan,october 05
long-tailed duck,kentucky,august 19
common teal,kentucky,april 22
vulture,new york,may 05
flamingo,michigan,august 17
heron,kansas,november 09
vulture,new york,may 29
bald eagle,kansas,june 06
shoebill,maine,june 20
stork,new york,april 03
bald eagle,michigan,may 03
shoebill,kansas,april 21
shoebill,maine,june 19
stork,maine,may 14
flamingo,michigan,june 27
flamingo,new york,july 02
shoebill,missouri,october 17
heron,new york,june 12
long-tailed duck,michigan,june 07
common teal,michigan,april 20
albatross,new york,july 23
common teal,kansas,july 09
vulture,michigan,october 15
flamingo,new york,september 14
flamingo,michigan,may 10
shoebill,missouri,june 11
albatross,missouri,september 08
flamingo,kansas,august 30
heron,missouri,june 22
vulture,kansas,june 16
albatross,missouri,september 09
common teal,kentucky,june 05
long-tailed duck,michigan,october 14
bald eagle,michigan,june 26
flamingo,missouri,november 18
bald eagle,michigan,august 13
bald eagle,new york,august 01
flamingo,michigan,july 16
flamingo,missouri,may 31
heron,kentucky,september 13
vulture,kentucky,july 28
common teal,kansas,july 30
long-tailed duck,michigan,august 17
bald eagle,new york,august 08
albatross,kansas,may 14
long-tailed duck,michigan,august 11
shoebill,missouri,april 11
heron,kansas,may 30
little grebe,kansas,september 23
bald eagle,maine,september 04
albatross,michigan,may 12
common teal,new york,september 24
common teal,kansas,april 16
vulture,kentucky,june 18
albatross,michigan,june 05
common teal,michigan,june 09
little grebe,kentucky,june 11
flamingo,new york,july 15
vulture,michigan,may 29
little grebe,maine,january 28
bald eagle,michigan,june 05
long-tailed duck,new york,july 08
albatross,missouri,september 01
vulture,michigan,june 04
heron,new york,september 26
shoebill,kansas,may 30
bald eagle,kansas,august 22
heron,missouri,may 27
bald eagle,kentucky,july 26
vulture,new york,october 10
albatross,new york,september 03
stork,missouri,september 07
albatross,kentucky,june 09
albatross,kentucky,august 03
heron,new york,july 18
shoebill,missouri,august 13
albatross,michigan,june 01
shoebill,missouri,may 22
shoebill,michigan,august 03
vulture,kansas,june 29
common teal,maine,august 07
flamingo,missouri,july 20
long-tailed duck,missouri,september 30
little grebe,michigan,august 25
flamingo,kentucky,august 03
shoebill,missouri,july 26
flamingo,maine,april 11
vulture,kentucky,may 25
flamingo,kansas,october 12
heron,new york,july 25
albatross,new york,march 24
albatross,maine,august 02
flamingo,kentucky,july 16
common teal,kansas,september 10
albatross,michigan,october 01
heron,maine,october 27
long-tailed duck,kansas,june 28
shoebill,kentucky,june 28
long-tailed duck,kentucky,july 17
albatross,michigan,march 29
long-tailed duck,kansas,september 25
little grebe,maine,june 04
heron,kansas,june 26
flamingo,kentucky,august 09
shoebill,new york,august 08
heron,maine,may 06
long-tailed duck,kansas,july 27
vulture,missouri,june 21
bald eagle,michigan,june 14
vulture,kentucky,july 14
long-tailed duck,new york,august 12
flamingo,kansas,july 20
heron,kentucky,july 05
vulture,maine,july 09
shoebill,michigan,august 17
vulture,maine,july 20
long-tailed duck,kansas,october 05
shoebill,kansas,october 27
vulture,kansas,june 06
stork,kansas,july 25
flamingo,michigan,april 15
heron,new york,june 19
stork,maine,july 31
stork,missouri,july 16
vulture,new york,july 02
bald eagle,new york,september 10
heron,new york,july 30
common teal,new york,july 06
vulture,maine,june 27
vulture,kentucky,july 11
little grebe,new york,august 19
heron,missouri,october 14
little grebe,new york,august 24
bald eagle,maine,may 10
stork,missouri,august 07
albatross,michigan,august 25
bald eagle,kentucky,october 21
heron,new york,september 26
vulture,kansas,august 25
long-tailed duck,michigan,may 19
stork,kansas,february 05
long-tailed duck,maine,july 18
little grebe,new york,june 26
stork,maine,july 21
vulture,maine,june 27
bald eagle,maine,july 04
vulture,new york,may 01
shoebill,michigan,july 19
heron,maine,april 30
long-tailed duck,missouri,march 23
vulture,new york,july 20
common teal,missouri,june 26
vulture,maine,june 29
flamingo,new york,july 15
albatross,kansas,july 06
heron,kansas,august 10
albatross,missouri,july 11
albatross,kentucky,september 19
shoebill,new york,august 01
little grebe,kansas,may 22
bald eagle,michigan,september 19
long-tailed duck,maine,september 16
common teal,kentucky,april 30
albatross,kentucky,june 24
bald eagle,michigan,july 30
heron,missouri,august 08
little grebe,kansas,august 28
shoebill,michigan,june 03
albatross,missouri,june 29
flamingo,maine,june 03
albatross,kansas,september 14
vulture,kansas,july 07
bald eagle,michigan,september 23
flamingo,missouri,august 27
shoebill,new york,august 03
bald eagle,new york,june 02
stork,kansas,june 24
little grebe,new york,july 02
vulture,kansas,may 17
shoebill,new york,august 29
albatross,kansas,july 10
albatross,kentucky,august 29
albatross,maine,july 10
shoebill,kansas,august 17
common teal,kentucky,july 30
flamingo,maine,september 11
common teal,michigan,june 11
vulture,michigan,september 09
little grebe,michigan,july 16
little grebe,maine,july 15
long-tailed duck,maine,september 28
flamingo,missouri,may 05
shoebill,missouri,august 21
heron,kansas,may 28
vulture,missouri,april 23
common teal,maine,july 10
flamingo,kentucky,june 03
albatross,missouri,august 04
albatross,maine,may 02
common teal,missouri,august 01
shoebill,maine,september 23
flamingo,new york,july 03
little grebe,michigan,june 16
vulture,missouri,july 22
stork,michigan,june 16
flamingo,kansas,august 23
flamingo,michigan,september 08
little grebe,kansas,july 04
long-tailed duck,new york,october 09
long-tailed duck,kansas,august 16
little grebe,missouri,may 04
vulture,missouri,april 16
shoebill,kansas,may 08
albatross,new york,april 01
heron,new york,september 03
bald eagle,missouri,july 03
vulture,kansas,september 03
albatross,missouri,october 11
long-tailed duck,kansas,august 10
common teal,kansas,september 07
little grebe,michigan,may 22
bald eagle,kansas,july 01
bald eagle,kansas,september 09
heron,missouri,september 10
heron,missouri,august 23
common teal,new york,july 04
little grebe,michigan,may 11
flamingo,new york,august 02
bald eagle,kentucky,august 01
flamingo,kansas,june 17
shoebill,michigan,september 29
heron,michigan,july 26
little grebe,kansas,august 07
bald eagle,new york,july 01
long-tailed duck,new york,may 18
vulture,kentucky,august 09
albatross,michigan,august 23
vulture,maine,july 03
long-tailed duck,maine,june 30
stork,new york,august 25
stork,new york,august 24
heron,maine,september 07
stork,missouri,october 25
little grebe,michigan,october 11
albatross,missouri,july 31
shoebill,michigan,september 10
vulture,kentucky,june 12
vulture,missouri,july 18
common teal,new york,september 12
long-tailed duck,kentucky,august 12
vulture,new york,december 08
vulture,michigan,july 07
heron,new york,august 04
stork,maine,june 11
heron,kansas,june 24
albatross,kentucky,may 14
little grebe,missouri,august 04
bald eagle,kentucky,july 24
albatross,michigan,july 09
common teal,michigan,may 26
long-tailed duck,kentucky,june 11
bald eagle,kansas,may 22
bald eagle,new york,june 26
flamingo,maine,may 24
little grebe,new york,june 20
stork,new york,july 15
common teal,new york,august 01
little grebe,missouri,july 08
flamingo,missouri,october 07
albatross,michigan,july 14
little grebe,missouri,september 22
stork,maine,june 19
heron,maine,june 30
albatross,new york,august 15
common teal,michigan,may 25
bald eagle,maine,june 25
albatross,missouri,may 29
flamingo,new york,june 25
bald eagle,michigan,july 29
stork,new york,july 18
albatross,michigan,august 02
flamingo,missouri,april 30
little grebe,missouri,may 20
long-tailed duck,new york,november 02
shoebill,michigan,october 11
vulture,michigan,may 13
vulture,missouri,july 09
little grebe,maine,september 15
shoebill,michigan,august 23
flamingo,kansas,july 08
heron,kansas,july 22
little grebe,kentucky,july 27
bald eagle,new york,october 04
bald eagle,missouri,september 18
heron,maine,september 04
shoebill,michigan,september 20
stork,michigan,august 20
bald eagle,michigan,september 11
heron,maine,september 08
common teal,missouri,may 10
shoebill,michigan,august 12
bald eagle,new york,july 09
heron,maine,july 23
albatross,michigan,june 03
long-tailed duck,missouri,september 15
common teal,new york,august 22
heron,michigan,july 16
stork,kansas,september 07
stork,maine,may 27
stork,michigan,august 06
bald eagle,missouri,september 14
vulture,kansas,june 08
vulture,missouri,june 12
bald eagle,kansas,august 03
vulture,michigan,april 04
shoebill,kentucky,august 27
vulture,kentucky,august 20
common teal,michigan,may 01
stork,kansas,june 26
shoebill,maine,september 02
vulture,missouri,july 23
shoebill,new york,august 13
long-tailed duck,michigan,july 24
little grebe,missouri,august 04
heron,kentucky,september 06
little grebe,kentucky,june 25
little grebe,missouri,december 23
flamingo,new york,august 25
long-tailed duck,kansas,august 30
bald eagle,michigan,july 27
shoebill,maine,october 26
little grebe,kentucky,july 14
long-tailed duck,maine,june 16
albatross,new york,june 26
little grebe,kansas,may 23
shoebill,kansas,august 07
stork,maine,october 26
heron,michigan,august 27
shoebill,missouri,september 24
long-tailed duck,michigan,september 28
stork,new york,may 11
albatross,missouri,july 28
long-tailed duck,michigan,september 19
common teal,kansas,september 18
shoebill,missouri,june 19
flamingo,missouri,may 25
bald eagle,new york,august 31
vulture,kansas,july 30
little grebe,kentucky,august 04
long-tailed duck,kansas,june 05
little grebe,missouri,july 29
long-tailed duck,kansas,october 22
stork,new york,september 15
long-tailed duck,maine,june 29
flamingo,kansas,august 02
stork,kansas,july 15
long-tailed duck,missouri,october 20
vulture,new york,august 08
stork,michigan,july 25
bald eagle,new york,june 29
stork,new york,june 19
flamingo,new york,october 09
stork,michigan,august 29
long-tailed duck,michigan,july 19
flamingo,michigan,june 25
bald eagle,kansas,april 26
bald eagle,michigan,july 31
vulture,kansas,august 19
heron,missouri,august 04
bald eagle,kentucky,august 15
stork,kentucky,august 04
long-tailed duck,kansas,july 08
long-tailed duck,missouri,june 06
albatross,missouri,may 31
flamingo,kentucky,october 08
heron,maine,july 26
long-tailed duck,kansas,september 16
flamingo,new york,may 19
long-tailed duck,new york,september 10
flamingo,missouri,august 15
heron,michigan,june 15
stork,michigan,june 15
bald eagle,maine,july 22
flamingo,michigan,june 15
shoebill,maine,may 16
heron,maine,august 15
stork,maine,october 22
stork,new york,july 04
albatross,michigan,august 11
stork,kansas,june 05
heron,maine,october 26
common teal,kentucky,may 06
shoebill,kentucky,june 16
little grebe,michigan,july 06
heron,michigan,june 19
vulture,new york,july 30
albatross,kentucky,september 28
flamingo,maine,july 16
long-tailed duck,missouri,july 23
long-tailed duck,kansas,august 19
long-tailed duck,maine,march 17
vulture,maine,april 27
little grebe,missouri,june 24
flamingo,missouri,august 05
albatross,kansas,may 20
albatross,new york,september 10
shoebill,maine,june 02
heron,missouri,july 20
long-tailed duck,kansas,august 10
flamingo,missouri,july 19
long-tailed duck,kentucky,august 25
albatross,missouri,july 27
stork,missouri,september 12
common teal,missouri,september 17
albatross,missouri,may 21
flamingo,maine,june 20
vulture,missouri,july 30
bald eagle,maine,august 15
long-tailed duck,maine,may 10
shoebill,kentucky,august 05
heron,new york,september 02
bald eagle,new york,july 06
heron,maine,may 22
shoebill,maine,september 04
vulture,new york,november 08
long-tailed duck,michigan,august 23
albatross,kansas,may 22
albatross,missouri,september 16
common teal,new york,july 11
long-tailed duck,new york,april 24
long-tailed duck,missouri,may 08
little grebe,new york,october 06
vulture,maine,august 13
albatross,maine,may 15
little grebe,missouri,june 18
heron,michigan,august 18
stork,kentucky,september 05
bald eagle,kansas,april 30
long-tailed duck,maine,july 25
little grebe,kentucky,june 01
vulture,kansas,april 30
bald eagle,kentucky,may 10
vulture,maine,april 25
long-tailed duck,maine,may 30
stork,maine,july 10
long-tailed duck,maine,september 01
long-tailed duck,new york,july 12
common teal,new york,august 05
long-tailed duck,kansas,july 23
vulture,michigan,june 30
stork,kentucky,august 02
heron,missouri,august 09
long-tailed duck,kentucky,august 03
bald eagle,new york,june 20
little grebe,maine,july 01
bald eagle,missouri,august 03
common teal,new york,july 02
shoebill,new york,july 14
vulture,new york,july 12
bald eagle,missouri,july 18
flamingo,new york,june 02
long-tailed duck,maine,october 02
common teal,new york,august 23
shoebill,maine,july 01
albatross,kentucky,july 01
heron,new york,october 11
long-tailed duck,maine,may 08
long-tailed duck,missouri,may 21
flamingo,new york,august 09
shoebill,michigan,june 16
little grebe,kansas,august 03
little grebe,kentucky,september 02
long-tailed duck,maine,july 18
vulture,missouri,may 08
common teal,kansas,june 13
vulture,kansas,august 16
vulture,michigan,may 27
shoebill,kentucky,may 18
little grebe,kentucky,august 16
little grebe,missouri,march 20
shoebill,new york,april 24
flamingo,michigan,may 15
shoebill,missouri,august 01
heron,missouri,july 08
flamingo,maine,july 14
heron,kansas,july 05
vulture,missouri,september 24
vulture,missouri,september 11
albatross,missouri,september 25
vulture,missouri,october 26
shoebill,maine,june 15
heron,maine,august 04
shoebill,kansas,august 11
flamingo,michigan,july 07
flamingo,kentucky,july 01
bald eagle,maine,may 22
stork,kansas,september 05
albatross,new york,october 15
flamingo,kansas,august 14
heron,kentucky,april 30
shoebill,kansas,october 10
shoebill,new york,july 17
common teal,michigan,july 14
little grebe,michigan,august 05
long-tailed duck,michigan,june 26
albatross,maine,june 20
stork,michigan,july 30
flamingo,new york,august 29
little grebe,michigan,september 06
bald eagle,missouri,august 28
long-tailed duck,missouri,july 01
common teal,maine,october 01
vulture,maine,march 12
shoebill,maine,august 10
albatross,kansas,july 07
shoebill,michigan,july 06
little grebe,maine,august 19
vulture,missouri,april 22
little grebe,new york,july 23
bald eagle,kentucky,july 09
common teal,maine,june 10
little grebe,kentucky,august 29
bald eagle,new york,june 06
vulture,michigan,august 15
flamingo,michigan,june 30
common teal,maine,august 25
bald eagle,michigan,april 27
little grebe,michigan,february 02
common teal,kentucky,june 11
vulture,kentucky,august 23
bald eagle,michigan,august 28
long-tailed duck,maine,june 02
little grebe,kentucky,august 28
heron,missouri,july 13
albatross,kentucky,june 24
albatross,missouri,may 18
stork,missouri,july 09
flamingo,new york,august 28
shoebill,michigan,june 19
little grebe,kansas,july 30
albatross,michigan,august 10
common teal,missouri,may 16
albatross,maine,may 26
long-tailed duck,kansas,august 31
long-tailed duck,new york,july 30
common teal,michigan,august 14
stork,new york,august 31
vulture,kentucky,june 13
flamingo,michigan,april 11
little grebe,maine,august 07
bald eagle,kansas,july 27
long-tailed duck,maine,june 16
long-tailed duck,kansas,april 26
flamingo,missouri,july 09
stork,maine,october 19
long-tailed duck,missouri,august 20
common teal,kansas,july 09
common teal,kansas,august 12
shoebill,maine,october 07
shoebill,new york,june 14
bald eagle,missouri,june 04
stork,michigan,july 13
little grebe,kentucky,october 13
common teal,missouri,september 22
vulture,new york,august 14
vulture,kansas,august 11
flamingo,kentucky,july 18
vulture,kentucky,august 12
shoebill,maine,september 29
albatross,michigan,may 08
long-tailed duck,kansas,may 12
shoebill,missouri,august 15
flamingo,maine,november 16
stork,kansas,june 29
stork,maine,june 02
albatross,kentucky,september 13
bald eagle,missouri,august 23
common teal,maine,september 22
long-tailed duck,maine,may 20
stork,michigan,september 30
shoebill,missouri,august 07
flamingo,kansas,may 05
long-tailed duck,new york,august 14
stork,kentucky,august 21
bald eagle,new york,march 27
vulture,new york,july 30
flamingo,kansas,june 23
long-tailed duck,kansas,september 06
stork,new york,june 12
shoebill,kansas,june 27
bald eagle,new york,september 25
common teal,missouri,june 29
common teal,missouri,june 24
long-tailed duck,missouri,march 25
heron,missouri,october 06
vulture,kentucky,july 16
heron,kentucky,july 06
shoebill,maine,june 24
common teal,michigan,june 09
long-tailed duck,kansas,august 08
little grebe,kansas,september 02
stork,new york,june 10
heron,missouri,august 09
heron,kansas,july 09
heron,michigan,july 10
albatross,michigan,july 16
stork,missouri,july 20
long-tailed duck,michigan,july 11
albatross,kansas,august 06
common teal,maine,june 23
shoebill,missouri,august 31
common teal,kentucky,september 03
flamingo,kansas,april 11
